,,,,,,,,,SARS-CoV-2_WT (984),,,,,,,,,,SARS-CoV-2_α (21528),,,,,,,,,,SARS-CoV-2_β (22131),,,,,,,,,,SARS-CoV-2_δ (25853_23),,,,,,,,,,,SARS-CoV-2_BA.1 (26335),,,,,,,,,,SARS-CoV-2_BA.2 (26729_12),,,,,,,,,,,SARS-CoV-2_BA.2 (26729_2),,,,,,,,,,rSARS-CoV-2_B.1+E484K,,,,,,,,,,SARS-CoV-2_BA.4,,,,,,,,,,,,SARS-CoV-2_BA.5,,,,,,,,,,SARS-CoV-2_Mu,,,,,,BQ.1.18,,,,,,,,,,,BF.7,,,,,,,,,,BN.1.3.1,,,,,,,,,,,XBB.2,,,,,,,,,,,EG.5.1 (V140),,,,,,,,,,BA.2.86 (V139),,,,,,,,,,JN.1 (V148),,,,,,,,,,JN.1 (V148)-2,,,,,,,,,
sample ID,Infektion Hamster,,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle 24.01.23,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle (VK) 230331,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle (VK),Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120,Viruskontrolle Dezember,1:20,1:40,1:80,1:160,1:320,1:640,1:1280,1:2560,1:5120
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,1.5,5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,1.5,2,x,#DIV/0!,#DIV/0!,0,0,0,0,0.5,4,12.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.5,1.5,11.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,5,11,23,42.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,3.5,13,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,7,10.5,33.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.5,6,13.5,x,#DIV/0!,#DIV/0!,0,0,3.5,11.5,21.5,49,67,x,,,#DIV/0!,#DIV/0!,0.5,4.5,4,19,43,57,78.5,x,#DIV/0!,#DIV/0!,0,0,0,0,0,0,0.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,97.33333333,91.11111111,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,92.85714286,90.47619048,x,#DIV/0!,#DIV/0!,100,100,100,100,98.81,90.48,70.24,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,97.9,93.71,51.75,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,91.15044248,80.53097345,59.2920354,24.77876106,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,91.51515152,68.48484848,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,98.46,89.2,83.8,48.33,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,99.05,88.63,74.41,x,#DIV/0!,#DIV/0!,100,100,95,83.57,69.29,30,4.29,x,,,#DIV/0!,#DIV/0!,99.55,95.98,96.42,83.01,61.55,49.03,29.81,x,#DIV/0!,#DIV/0!,100,100,100,100,100,100,98.91,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7.2,B.1 + E484K (k.A.),PFU Ansatz 1,x,,,nd,nd,nd,0,0,0,5,25,31,x,nd,nd,nd,0,0,0,1,8,11,x,nd,nd,0,0,0,0,1,9,14,x,nd,nd,nd,0,0,0,1,12,16,x,,nd,nd,nd,0,0,6,16,22,37,x,nd,nd,nd,0,0,3,10,26,19,x,,nd,nd,nd,0,1,10,24,34,46,x,nd,nd,nd,0,0,0,6,16,21,x,nd,nd,0,3,14,42,39,53,77,x,,,nd,nd,0,3,16,36,66,86,87,x,nd,nd,0,0,0,0,0,7,25,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,0,0,0,3,20,32,x,nd,nd,nd,0,0,0,2,7,18,x,nd,nd,0,0,0,0,0,7,13,x,nd,nd,nd,0,0,0,2,13,10,x,,nd,nd,nd,0,0,4,14,24,39,x,nd,nd,nd,0,0,3,13,25,26,x,,nd,nd,nd,0,3,2,10,28,40,x,nd,nd,nd,0,0,0,3,11,20,x,nd,nd,0,5,12,25,39,50,69,x,,,nd,nd,1,2,24,35,62,83,86,x,nd,nd,0,0,0,0,0,10,28,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,4,22.5,31.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,1.5,7.5,14.5,x,#DIV/0!,#DIV/0!,0,0,0,0,0.5,8,13.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,1.5,12.5,13,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,5,15,23,38,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,3,11.5,25.5,22.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,2,6,17,31,43,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,4.5,13.5,20.5,x,#DIV/0!,#DIV/0!,0,4,13,33.5,39,51.5,73,x,,,#DIV/0!,#DIV/0!,0.5,2.5,20,35.5,64,84.5,86.5,x,#DIV/0!,#DIV/0!,0,0,0,0,0,8.5,26.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,92.88888889,60,44,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,92.85714286,64.28571429,30.95238095,x,#DIV/0!,#DIV/0!,100,100,100,100,98.81,80.95,67.86,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,93.71,47.55,45.45,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,91.15044248,73.45132743,59.2920354,32.74336283,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,92.72727273,72.12121212,38.18181818,45.45454545,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,96.92,90.75,73.78,52.19,33.68,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,91.47,74.41,61.14,x,#DIV/0!,#DIV/0!,100,94.29,81.43,52.14,44.29,26.43,-4.29,x,,,#DIV/0!,#DIV/0!,99.55,97.76,82.12,68.26,42.77,24.44,22.65,x,#DIV/0!,#DIV/0!,100,100,100,100,100,81.45,42.18,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
7.3,B.1 + E484K (k.A.),PFU Ansatz 1,x,,,nd,nd,nd,0,0,0,0,4,15,x,nd,nd,nd,0,0,0,0,1,2,x,nd,nd,0,0,0,0,0,8,11,x,nd,nd,nd,0,0,0,3,9,14,x,,nd,nd,nd,0,2,5,13,26,47,x,nd,nd,nd,0,0,0,7,6,19,x,,nd,nd,nd,0,0,0,6,22,35,x,nd,nd,nd,0,0,0,1,11,27,x,nd,nd,0,3,11,56,71,70,70,x,,,nd,nd,2,8,34,84,111,111,111,x,nd,nd,0,0,0,0,0,0,2,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,0,0,0,1,4,24,x,nd,nd,nd,0,0,0,0,1,3,x,nd,nd,0,0,0,0,2,6,12,x,nd,nd,nd,0,0,0,5,4,12,x,,nd,nd,nd,0,1,7,16,28,47,x,nd,nd,nd,0,0,1,3,10,19,x,,nd,nd,nd,0,0,1,7,21,29,x,nd,nd,nd,0,0,0,1,3,18,x,nd,nd,0,3,15,63,67,70,70,x,,,nd,nd,5,7,34,88,111,111,111,x,nd,nd,0,0,0,0,0,0,5,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.5,4,19.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,1,2.5,x,#DIV/0!,#DIV/0!,0,0,0,0,1,7,11.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,4,6.5,13,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,1.5,6,14.5,27,47,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.5,5,8,19,x,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.5,6.5,21.5,32,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,1,7,22.5,x,#DIV/0!,#DIV/0!,0,3,13,59.5,69,70,70,x,,,#DIV/0!,#DIV/0!,3.5,7.5,34,86,111,111,111,x,#DIV/0!,#DIV/0!,0,0,0,0,0,0,3.5,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,99.11111111,92.88888889,65.33333333,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,100,95.23809524,88.0952381,x,#DIV/0!,#DIV/0!,100,100,100,100,97.62,83.33,72.62,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,83.22,72.73,45.45,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,97.34513274,89.38053097,74.33628319,52.21238938,16.81415929,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,98.78787879,87.87878788,80.60606061,53.93939394,x,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,99.23,89.97,66.84,50.64,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,98.1,86.73,57.35,x,#DIV/0!,#DIV/0!,100,95.71,81.43,15,1.43,0,0,x,,,#DIV/0!,#DIV/0!,96.87,93.29,69.6,23.1,0.75,0.75,0.75,x,#DIV/0!,#DIV/0!,100,100,100,100,100,100,92.36,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8.1,WT (984),PFU Ansatz 1,x,,,nd,nd,nd,0,0,0,6,15,42,x,nd,nd,nd,0,0,0,0,5,8,x,nd,nd,0,0,0,0,4,12,18,x,nd,nd,nd,0,0,0,2,13,18,x,,nd,nd,nd,4,17,29,28,42,42,x,nd,nd,nd,3,1,8,20,24,29,x,,nd,nd,nd,2,6,6,18,38,56,x,nd,nd,nd,0,0,3,14,21,36,x,nd,0,1,5,3,23,39,58,70,x,,,nd,0,0,2,7,27,42,57,89,x,nd,0,0,0,0,0,5,11,32,x,,nd,32,32,32,32,32,32,nd,nd,x,nd,56,106,151,230,230,230,nd,nd,,x,nd,13,20,20,21,15,23,nd,nd,x,,nd,47,47,47,47,47,47,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,0,0,2,4,12,35,x,nd,nd,nd,0,0,0,1,4,8,x,nd,nd,0,0,0,1,5,10,27,x,nd,nd,nd,0,0,2,2,8,14,x,,nd,nd,nd,6,15,31,21,40,34,x,nd,nd,nd,1,0,4,6,17,3,x,,nd,nd,nd,1,4,10,18,34,53,x,nd,nd,nd,0,1,3,17,29,36,x,nd,0,1,6,18,30,37,74,70,x,,,nd,0,0,5,8,31,40,73,78,x,nd,0,0,0,0,3,6,15,28,x,,nd,32,32,32,32,32,32,nd,nd,x,nd,48,109,158,230,230,230,nd,nd,,x,nd,20,23,19,21,19,18,nd,nd,x,,nd,45,47,47,47,47,47,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,AVG,x,,,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,5,13.5,38.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.5,4.5,8,x,#DIV/0!,#DIV/0!,0,0,0,0.5,4.5,11,22.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0,1,2,10.5,16,x,,#DIV/0!,#DIV/0!,#DIV/0!,5,16,30,24.5,41,38,x,#DIV/0!,#DIV/0!,#DIV/0!,2,0.5,6,13,20.5,16,x,,#DIV/0!,#DIV/0!,#DIV/0!,1.5,5,8,18,36,54.5,x,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,3,15.5,25,36,x,#DIV/0!,0,1,5.5,10.5,26.5,38,66,70,x,,,#DIV/0!,0,0,3.5,7.5,29,41,65,83.5,x,#DIV/0!,0,0,0,0,1.5,5.5,13,30,x,,#DIV/0!,32,32,32,32,32,32,#DIV/0!,#DIV/0!,x,#DIV/0!,52,107.5,154.5,230,230,230,#DIV/0!,#DIV/0!,,x,#DIV/0!,16.5,21.5,19.5,21,17,20.5,#DIV/0!,#DIV/0!,x,,#DIV/0!,46,47,47,47,47,47,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,,Plaque reduction (%),x,,,#DIV/0!,#DIV/0!,#DIV/0!,100,100,98.22222222,91.11111111,76,31.55555556,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,100,97.61904762,78.57142857,61.9047619,x,#DIV/0!,#DIV/0!,100,100,100,98.81,89.29,73.81,46.43,x,#DIV/0!,#DIV/0!,#DIV/0!,100,100,95.8,91.61,55.94,32.87,x,,#DIV/0!,#DIV/0!,#DIV/0!,91.15044248,71.68141593,46.90265487,56.63716814,27.43362832,32.74336283,x,#DIV/0!,#DIV/0!,#DIV/0!,95.15151515,98.78787879,85.45454545,68.48484848,50.3030303,61.21212121,x,,#DIV/0!,#DIV/0!,#DIV/0!,97.69,92.29,87.66,72.24,44.47,15.94,x,#DIV/0!,#DIV/0!,#DIV/0!,100,99.05,94.31,70.62,52.61,31.75,x,#DIV/0!,100,98.57,92.14,85,62.14,45.71,5.71,0,x,,,#DIV/0!,100,100,96.87,93.29,74.07,63.34,41.88,25.34,x,#DIV/0!,100,100,100,100,96.73,88,71.64,34.55,x,,#DIV/0!,-0.52,-0.52,-0.52,-0.52,-0.52,-0.52,#DIV/0!,#DIV/0!,x,#DIV/0!,77.39,53.26,32.83,0,0,0,#DIV/0!,#DIV/0!,,x,#DIV/0!,11.60714286,-15.17857143,-4.464285714,-12.5,8.928571429,-9.821428571,#DIV/0!,#DIV/0!,x,,#DIV/0!,2.13,0,0,0,0,0,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,x,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
8.2,WT (984),PFU Ansatz 1,x,,,nd,nd,nd,1,0,9,10,36,nd,x,nd,nd,nd,0,0,3,8,20,18,x,nd,nd,0,2,8,16,31,33,33,x,nd,nd,nd,0,1,5,13,25,24,x,,nd,nd,nd,>50,>50,>50,>50,>50,>50,x,nd,nd,nd,34,43,49,50,41,27,x,,nd,nd,nd,68,50,64,58,54,65,x,nd,nd,nd,2,7,20,38,34,45,x,37,72,70,70,70,70,70,70,70,x,,,91,111,111,111,111,111,111,111,111,x,0,0,3,21,26,29,33,41,39,x,,nd,36,32,32,32,32,32,nd,nd,x,nd,230,230,230,230,230,230,nd,nd,,x,nd,7,12,24,19,16,20,nd,nd,x,,nd,41,39,47,47,47,47,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
,,PFU Ansatz 2,x,,,nd,nd,nd,0,0,5,15,35,nd,x,nd,nd,nd,0,0,2,6,4,8,x,nd,nd,0,1,11,14,20,23,23,x,nd,nd,nd,0,0,4,20,15,22,x,,nd,nd,nd,>50,>50,>50,>50,>50,>50,x,nd,nd,nd,38,43,51,53,36,44,x,,nd,nd,nd,65,58,53,63,54,60,x,nd,nd,nd,1,6,24,35,32,48,x,42,68,70,70,70,70,70,70,70,x,,,105,111,111,111,111,111,111,111,111,x,0,0,0,14,25,29,34,34,48,x,,nd,22,32,32,32,32,32,nd,nd,x,nd,230,230,230,230,230,230,nd,nd,,x,nd,15,18,24,23,30,25,nd,nd,x,,nd,40,45,47,47,47,47,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd,x,nd,nd,nd,nd,nd,nd,nd,nd,nd
